num_tokens,stratum,band,tier
296,3,-1,train
297,3,-1,holdout
298,3,-1,train
299,3,-1,train
300,3,-1,train
301,3,-1,train
302,3,-1,test
303,3,-1,train
304,3,-1,train
305,3,-1,test
306,3,-1,test
307,3,-1,train
308,3,-1,train
309,3,-1,train
310,3,-1,train
311,3,-1,train
312,3,-1,train
313,3,-1,train
314,3,-1,train
315,3,-1,train
316,3,-1,holdout
317,3,-1,train
318,3,-1,train
319,3,-1,train
320,3,-1,train
321,3,-1,holdout
322,3,-1,train
323,3,-1,holdout
324,3,-1,train
325,3,-1,test
326,3,-1,train
327,3,-1,train
328,3,-1,test
329,3,-1,train
330,3,-1,train
331,3,-1,train
332,3,-1,train
333,3,-1,test
334,3,-1,train
335,3,-1,train
336,3,-1,holdout
337,3,-1,train
338,3,-1,train
339,3,-1,train
340,3,-1,train
341,3,-1,train
342,3,-1,train
343,3,-1,train
344,3,-1,train
345,3,-1,train
346,3,-1,train
347,3,-1,train
348,3,-1,holdout
349,3,-1,test
350,3,-1,train
351,3,-1,train
352,3,-1,train
353,3,-1,train
354,3,-1,train
355,3,-1,test
356,3,-1,holdout
357,3,-1,train
358,3,-1,train
359,3,-1,train
360,3,-1,train
361,3,-1,train
362,3,-1,test
363,3,-1,test
364,3,-1,test
365,3,-1,train
366,3,-1,train
367,3,-1,test
368,3,-1,train
369,3,-1,train
370,3,-1,train
371,3,-1,train
372,3,-1,train
373,3,-1,train
374,3,-1,train
375,3,-1,train
376,3,-1,train
377,3,-1,holdout
378,3,-1,holdout
379,3,-1,train
380,3,-1,train
381,3,-1,train
382,3,-1,test
383,3,-1,train
384,3,-1,train
385,3,-1,train
386,3,-1,train
387,3,-1,train
388,3,-1,train
389,3,-1,test
390,3,-1,train
391,3,-1,train
392,3,-1,train
393,3,-1,train
394,3,-1,train
395,3,-1,train
396,3,-1,train
397,3,-1,test
398,3,-1,train
399,3,-1,test
400,3,-1,train
401,3,-1,train
402,3,-1,train
403,3,-1,train
404,3,-1,train
405,3,-1,train
406,3,-1,test
407,3,-1,train
408,3,-1,train
409,3,-1,train
410,3,-1,train
411,3,-1,test
412,3,-1,train
413,3,-1,train
414,3,-1,test
415,3,-1,train
416,3,-1,train
417,3,-1,train
418,3,-1,train
419,3,-1,train
420,3,-1,train
421,3,-1,test
422,3,-1,train
423,3,-1,test
424,3,-1,train
425,3,-1,train
426,3,-1,test
427,3,-1,train
428,3,-1,train
429,3,-1,train
430,3,-1,train
431,3,-1,test
432,3,-1,test
433,3,-1,train
434,3,-1,test
435,3,-1,train
436,3,-1,train
437,3,-1,holdout
438,3,-1,test
439,3,-1,train
440,3,-1,train
441,3,-1,train
442,3,-1,train
443,3,-1,train
444,3,-1,test
445,3,-1,train
446,3,-1,train
447,3,-1,train
448,3,-1,test
449,3,-1,holdout
450,3,-1,test
451,3,-1,train
452,3,-1,train
453,3,-1,train
454,3,-1,train
455,3,-1,train
456,3,-1,train
457,3,-1,train
458,3,-1,train
459,3,-1,train
460,3,-1,train
461,3,-1,train
462,3,-1,train
463,3,-1,train
464,3,-1,train
465,3,-1,train
466,3,-1,train
467,3,-1,train
468,3,-1,test
469,3,-1,holdout
470,3,-1,train
471,3,-1,train
472,3,-1,train
473,3,-1,train
474,3,-1,holdout
475,3,-1,train
476,3,-1,train
477,3,-1,train
478,3,-1,train
479,3,-1,train
480,3,-1,train
481,3,-1,train
482,3,-1,train
483,3,-1,train
484,3,-1,train
485,3,-1,train
486,3,-1,train
487,3,-1,test
488,3,-1,train
489,3,-1,train
490,3,-1,train
491,3,-1,train
492,3,-1,train
493,3,-1,test
494,3,-1,test
495,3,-1,holdout
496,3,-1,train
497,3,-1,test
498,3,-1,test
499,3,-1,holdout
500,3,-1,train
501,3,-1,test
502,3,-1,train
503,3,-1,train
504,3,-1,train
505,3,-1,train
506,3,-1,train
507,3,-1,train
508,3,-1,train
509,3,-1,test
510,3,-1,train
511,3,-1,train
512,3,-1,train
513,3,-1,holdout
514,3,-1,holdout
515,3,-1,train
516,3,-1,train
517,3,-1,test
518,3,-1,test
519,3,-1,train
520,3,-1,train
521,3,-1,train
522,3,-1,train
523,3,-1,train
524,3,-1,train
525,3,-1,train
526,3,-1,test
527,3,-1,train
528,3,-1,train
529,3,-1,train
530,3,-1,train
531,3,-1,train
532,3,-1,train
533,3,-1,test
534,3,-1,train
535,3,-1,holdout
536,3,-1,train
537,3,-1,train
538,3,-1,train
539,3,-1,train
540,3,-1,train
541,3,-1,holdout
542,3,-1,train
543,3,-1,test
544,3,-1,train
545,3,-1,holdout
546,3,-1,train
547,3,-1,test
548,3,-1,train
549,3,-1,train
550,3,-1,holdout
551,3,-1,train
552,3,-1,train
553,3,-1,holdout
554,3,-1,train
555,3,-1,train
556,3,-1,train
557,3,-1,train
558,3,-1,train
559,3,-1,train
560,3,-1,train
561,3,-1,train
562,3,-1,train
563,3,-1,holdout
564,3,-1,holdout
565,3,-1,test
566,3,-1,train
567,3,-1,train
568,3,-1,train
569,3,-1,train
570,3,-1,train
571,3,-1,train
572,3,-1,train
573,3,-1,train
574,3,-1,test
575,3,-1,train
576,3,-1,train
577,3,-1,train
578,3,-1,train
579,3,-1,train
580,3,-1,test
581,3,-1,test
582,3,-1,test
583,3,-1,train
584,3,-1,train
585,3,-1,train
586,3,-1,train
587,3,-1,train
588,3,-1,train
589,3,-1,train
590,3,-1,train
591,3,-1,holdout
592,3,-1,holdout
593,3,-1,holdout
594,3,-1,test
595,3,-1,train
596,3,-1,train
597,3,-1,train
598,3,-1,holdout
599,3,-1,train
600,3,-1,train
601,3,-1,train
602,3,-1,train
603,3,-1,holdout
604,3,-1,train
605,3,-1,train
606,3,-1,train
607,3,-1,train
608,3,-1,holdout
609,3,-1,train
610,3,-1,test
611,3,-1,test
612,3,-1,train
613,3,-1,train
614,3,-1,train
615,3,-1,train
616,3,-1,train
617,3,-1,train
618,3,-1,train
619,3,-1,train
620,3,-1,train
621,3,-1,train
622,3,-1,holdout
623,3,-1,train
624,3,-1,train
625,3,-1,train
626,3,-1,holdout
627,3,-1,train
628,3,-1,holdout
629,3,-1,test
630,3,-1,train
631,3,-1,train
632,3,-1,train
633,3,-1,train
634,3,-1,holdout
635,3,-1,train
636,3,-1,test
637,3,-1,train
638,3,-1,train
639,3,-1,train
640,3,-1,holdout
641,3,-1,train
642,3,-1,test
643,3,-1,holdout
644,3,-1,train
645,3,-1,train
646,4,-1,train
647,4,-1,train
648,4,-1,train
649,4,-1,train
650,4,-1,test
651,4,-1,test
652,4,-1,train
653,4,-1,train
654,4,-1,train
655,4,-1,train
656,4,-1,train
657,4,-1,train
658,4,-1,train
659,4,-1,train
660,4,-1,train
661,4,-1,train
662,4,-1,train
663,4,-1,train
664,4,-1,train
665,4,-1,train
666,4,-1,train
667,4,-1,holdout
668,4,-1,train
669,4,-1,train
670,4,-1,test
671,4,-1,train
672,4,-1,train
673,4,-1,test
674,4,-1,train
675,4,-1,train
676,4,-1,test
677,4,-1,train
678,4,-1,train
679,4,-1,train
680,4,-1,train
681,4,-1,train
682,4,-1,train
683,4,-1,train
684,4,-1,train
685,4,-1,train
686,4,-1,test
687,4,-1,test
688,4,-1,train
689,4,-1,train
690,4,-1,holdout
691,4,-1,test
692,4,-1,train
693,4,-1,train
694,4,-1,test
695,4,-1,train
696,4,-1,test
697,4,-1,train
698,4,-1,train
699,4,-1,test
700,4,-1,train
701,4,-1,train
702,4,-1,train
703,4,-1,test
704,4,-1,train
705,4,-1,train
706,4,-1,train
707,4,-1,train
708,4,-1,test
709,4,-1,train
710,4,-1,train
711,4,-1,train
712,4,-1,train
713,4,-1,train
714,4,-1,train
715,4,-1,train
716,4,-1,holdout
717,4,-1,train
718,4,-1,train
719,4,-1,train
720,4,-1,test
721,4,-1,test
722,4,-1,train
723,4,-1,train
724,4,-1,holdout
725,4,-1,train
726,4,-1,train
727,4,-1,train
728,4,-1,train
729,4,-1,train
730,4,-1,train
731,4,-1,test
732,4,-1,train
733,4,-1,train
734,4,-1,test
735,4,-1,train
736,4,-1,train
737,4,-1,train
738,4,-1,train
739,4,-1,train
740,4,-1,train
741,4,-1,train
742,4,-1,train
743,4,-1,train
744,4,-1,train
745,4,-1,test
746,4,-1,train
747,4,-1,train
748,4,-1,holdout
749,4,-1,train
750,4,-1,train
751,4,-1,train
752,4,-1,train
753,4,-1,train
754,4,-1,train
755,4,-1,train
756,4,-1,test
757,4,-1,train
758,4,-1,train
759,4,-1,train
760,4,-1,train
761,4,-1,train
762,4,-1,train
763,4,-1,train
764,4,-1,train
765,4,-1,train
766,4,-1,train
767,4,-1,train
768,4,-1,train
769,4,-1,train
770,4,-1,train
771,4,-1,holdout
772,4,-1,holdout
773,4,-1,train
774,4,-1,train
775,4,-1,test
776,4,-1,train
777,4,-1,train
778,4,-1,train
779,4,-1,train
780,4,-1,train
781,4,-1,train
782,4,-1,train
783,4,-1,train
784,4,-1,test
785,4,-1,train
786,4,-1,test
787,4,-1,train
788,4,-1,train
789,4,-1,train
790,4,-1,test
791,4,-1,train
792,4,-1,test
793,4,-1,holdout
794,4,-1,holdout
795,4,-1,train
796,4,-1,train
797,4,-1,train
798,4,-1,train
799,4,-1,train
800,4,-1,train
801,4,-1,train
802,4,-1,holdout
803,4,-1,train
804,4,-1,train
805,4,-1,train
806,4,-1,test
807,4,-1,test
808,4,-1,train
809,4,-1,test
810,4,-1,holdout
811,4,-1,train
812,4,-1,train
813,4,-1,train
814,4,-1,train
815,4,-1,holdout
816,4,-1,train
817,4,-1,train
818,4,-1,train
819,4,-1,train
820,4,-1,train
821,4,-1,train
822,4,-1,train
823,4,-1,test
824,4,-1,train
825,4,-1,train
826,4,-1,train
827,4,-1,train
828,4,-1,train
829,4,-1,holdout
830,4,-1,holdout
831,4,-1,train
832,4,-1,train
833,4,-1,train
834,4,-1,train
835,4,-1,holdout
836,4,-1,train
837,4,-1,test
838,4,-1,holdout
839,4,-1,train
840,4,-1,train
841,4,-1,train
842,4,-1,train
843,4,-1,holdout
844,4,-1,holdout
845,4,-1,train
846,4,-1,train
847,4,-1,train
848,4,-1,train
849,4,-1,train
850,4,-1,holdout
851,4,-1,train
852,4,-1,train
853,4,-1,train
854,4,-1,test
855,4,-1,train
856,4,-1,train
857,4,-1,train
858,4,-1,test
859,4,-1,train
860,4,-1,train
861,4,-1,test
862,4,-1,train
863,4,-1,train
864,4,-1,train
865,4,-1,train
866,4,-1,train
867,4,-1,test
868,4,-1,train
869,4,-1,train
870,4,-1,train
871,4,-1,train
872,4,-1,test
873,4,-1,train
874,4,-1,train
875,4,-1,train
876,4,-1,train
877,4,-1,train
878,4,-1,train
879,4,-1,train
880,4,-1,test
881,4,-1,test
882,4,-1,train
883,4,-1,train
884,4,-1,train
885,4,-1,train
886,4,-1,train
887,4,-1,train
888,4,-1,holdout
889,4,-1,train
890,4,-1,train
891,4,-1,train
892,4,-1,test
893,4,-1,train
894,4,-1,train
895,4,-1,train
896,4,-1,train
897,4,-1,train
898,4,-1,train
899,4,-1,train
900,4,-1,train
901,4,-1,holdout
902,4,-1,train
903,4,-1,train
904,4,-1,train
905,4,-1,train
906,4,-1,holdout
907,4,-1,train
908,4,-1,train
909,4,-1,train
910,4,-1,train
911,4,-1,test
912,4,-1,train
913,4,-1,train
914,4,-1,holdout
915,4,-1,train
916,4,-1,train
917,4,-1,holdout
918,4,-1,train
919,4,-1,train
920,4,-1,train
921,4,-1,train
922,4,-1,test
923,4,-1,train
924,4,-1,train
925,4,-1,test
926,4,-1,train
927,4,-1,train
928,4,-1,train
929,4,-1,train
930,4,-1,train
931,4,-1,train
932,4,-1,holdout
933,4,-1,train
934,4,-1,train
935,4,-1,test
936,4,-1,train
937,4,-1,train
938,4,-1,holdout
939,4,-1,holdout
940,4,-1,train
941,4,-1,train
942,4,-1,train
943,4,-1,train
944,4,-1,test
945,4,-1,train
946,4,-1,train
947,4,-1,train
948,4,-1,train
949,4,-1,holdout
950,4,-1,holdout
951,4,-1,train
952,4,-1,holdout
953,4,-1,train
954,4,-1,train
955,4,-1,train
956,4,-1,test
957,4,-1,train
958,4,-1,test
959,4,-1,train
960,4,-1,test
961,4,-1,test
962,4,-1,test
963,4,-1,holdout
964,4,-1,train
965,4,-1,train
966,4,-1,train
967,4,-1,train
968,4,-1,holdout
969,4,-1,train
970,4,-1,test
971,4,-1,train
972,4,-1,holdout
973,4,-1,train
974,4,-1,train
975,4,-1,train
976,4,-1,train
977,4,-1,train
978,4,-1,train
979,4,-1,train
980,4,-1,train
981,4,-1,train
982,4,-1,train
983,4,-1,train
984,4,-1,train
985,4,-1,train
986,4,-1,train
987,4,-1,train
988,4,-1,test
989,4,-1,holdout
990,4,-1,train
991,4,-1,train
992,4,-1,train
993,4,-1,holdout
994,4,-1,train
995,4,-1,train
996,4,-1,holdout
997,4,-1,test
998,4,-1,holdout
999,4,-1,holdout
1000,4,-1,test
1001,4,-1,train
1002,4,-1,train
1003,4,-1,train
1004,4,-1,train
1005,4,-1,train
1006,4,-1,holdout
1007,4,-1,train
1008,4,-1,train
1009,4,-1,train
1010,4,-1,train
1011,4,-1,holdout
1012,4,-1,train
1013,4,-1,train
1014,4,-1,train
1015,4,-1,train
1016,4,-1,train
1017,4,-1,train
1018,4,-1,train
1019,4,-1,test
1020,4,-1,test
1021,4,-1,train
1022,4,-1,train
1023,4,-1,holdout
1024,4,-1,train
1025,4,-1,holdout
1026,4,-1,train
1027,4,-1,train
1028,4,-1,train
1029,4,-1,train
1030,4,-1,holdout
1031,4,-1,train
1032,4,-1,train
1033,4,-1,train
1034,4,-1,train
1035,4,-1,test
1036,4,-1,train
1037,4,-1,train
1038,4,-1,train
1039,4,-1,train
1040,4,-1,train
1041,4,-1,test
1042,4,-1,train
1043,4,-1,train
1044,4,-1,holdout
1045,4,-1,test
1046,4,-1,train
1047,4,-1,train
1048,4,-1,train
1049,4,-1,train
1050,4,-1,train
1051,4,-1,train
1052,4,-1,train
1053,4,-1,test
1054,4,-1,holdout
1055,4,-1,train
1056,4,-1,train
1057,4,-1,train
1058,4,-1,train
1059,4,-1,train
1060,4,-1,train
1061,4,-1,test
1062,4,-1,test
1063,4,-1,train
1064,4,-1,holdout
1065,4,-1,train
1066,4,-1,train
1067,4,-1,holdout
1068,4,-1,train
1069,4,-1,train
1070,4,-1,train
1071,4,-1,test
1072,4,-1,train
1073,4,-1,train
1074,4,-1,train
1075,4,-1,holdout
1076,4,-1,train
1077,4,-1,train
1078,4,-1,test
1079,4,-1,train
1080,4,-1,train
1081,4,-1,test
1082,4,-1,train
1083,4,-1,train
1084,4,-1,train
1085,4,-1,train
1086,4,-1,train
1087,4,-1,train
1088,4,-1,train
1089,4,-1,train
1090,4,-1,train
1091,4,-1,train
1092,4,-1,train
1093,4,-1,test
1094,4,-1,test
1095,4,-1,train
1096,4,-1,train
1097,4,-1,train
1098,4,-1,holdout
1099,4,-1,train
1100,4,-1,train
1101,4,-1,train
1102,4,-1,train
1103,4,-1,train
1104,4,-1,train
1105,4,-1,train
1106,4,-1,test
1107,4,-1,train
1108,4,-1,train
1109,4,-1,train
1110,4,-1,train
1111,4,-1,test
1112,4,-1,train
1113,4,-1,holdout
1114,4,-1,train
1115,4,-1,train
1116,4,-1,train
1117,4,-1,train
1118,4,-1,train
1119,4,-1,holdout
1120,4,-1,test
1121,4,-1,train
1122,4,-1,train
1123,4,-1,train
1124,4,-1,holdout
1125,4,-1,train
1126,4,-1,train
1127,4,-1,train
1128,4,-1,train
1129,4,-1,train
1130,4,-1,train
1131,4,-1,holdout
1132,4,-1,train
1133,4,-1,holdout
1134,4,-1,train
1135,4,-1,holdout
1136,4,-1,train
1137,4,-1,test
1138,4,-1,test
1139,4,-1,train
1140,4,-1,train
1141,4,-1,train
1142,4,-1,train
1143,4,-1,train
1144,4,-1,train
1145,4,-1,train
1146,4,-1,train
1147,4,-1,train
1148,4,-1,train
1149,4,-1,train
1150,4,-1,train
1151,4,-1,train
1152,4,-1,train
1153,4,-1,holdout
1154,4,-1,test
1155,4,-1,train
1156,4,-1,train
1157,4,-1,train
1158,4,-1,train
1159,4,-1,train
1160,4,-1,train
1161,4,-1,test
1162,4,-1,test
1163,4,-1,holdout
1164,4,-1,test
1165,4,-1,train
1166,4,-1,train
1167,4,-1,train
1168,4,-1,train
1169,4,-1,train
1170,4,-1,train
1171,4,-1,holdout
1172,4,-1,train
1173,4,-1,train
1174,4,-1,test
1175,4,-1,test
1176,4,-1,train
1177,4,-1,train
1178,4,-1,train
1179,4,-1,train
1180,4,-1,train
1181,4,-1,train
1182,4,-1,train
1183,4,-1,train
1184,4,-1,train
1185,4,-1,train
1186,4,-1,train
1187,4,-1,train
1188,4,-1,holdout
1189,4,-1,train
1190,4,-1,train
1191,4,-1,train
1192,4,-1,train
1193,4,-1,train
1194,4,-1,train
1195,4,-1,train
1196,4,-1,train
1197,4,-1,train
1198,4,-1,train
1199,4,-1,test
1200,4,-1,train
1201,4,-1,train
1202,4,-1,train
1203,4,-1,train
1204,4,-1,train
1205,4,-1,train
1206,4,-1,train
1207,4,-1,train
1208,4,-1,train
1209,4,-1,train
1210,4,-1,train
1211,4,-1,test
1212,4,-1,train
1213,4,-1,test
1214,4,-1,test
1215,4,-1,train
1216,4,-1,train
1217,4,-1,train
1218,4,-1,train
1219,4,-1,train
1220,4,-1,train
1221,4,-1,train
1222,4,-1,train
1223,4,-1,holdout
1224,4,-1,train
1225,4,-1,train
1226,4,-1,train
1227,4,-1,train
1228,4,-1,train
1229,4,-1,train
1230,4,-1,train
1231,4,-1,train
1232,4,-1,train
1233,4,-1,train
1234,4,-1,train
1235,4,-1,test
1236,4,-1,test
1237,4,-1,test
1238,4,-1,test
1239,4,-1,test
1240,4,-1,train
1241,4,-1,holdout
1242,4,-1,holdout
1243,4,-1,train
1244,4,-1,train
1245,4,-1,train
1246,4,-1,train
1247,4,-1,train
1248,4,-1,test
1249,4,-1,train
1250,4,-1,test
1251,4,-1,train
1252,4,-1,train
1253,4,-1,test
1254,4,-1,train
1255,4,-1,train
1256,4,-1,train
1257,4,-1,train
1258,4,-1,train
1259,4,-1,train
1260,4,-1,train
1261,4,-1,train
1262,4,-1,train
1263,4,-1,train
1264,4,-1,train
1265,4,-1,train
1266,4,-1,test
1267,4,-1,train
1268,4,-1,train
1269,4,-1,train
1270,4,-1,test
1271,4,-1,test
1272,4,-1,train
1273,4,-1,train
1274,4,-1,test
1275,4,-1,test
1276,4,-1,train
1277,4,-1,holdout
1278,4,-1,train
1279,4,-1,test
1280,4,-1,train
1281,4,-1,train
1282,4,-1,train
1283,4,-1,train
1284,4,-1,train
1285,4,-1,train
1286,4,-1,train
1287,4,-1,train
1288,4,-1,train
1289,4,-1,test
1290,4,-1,train
1291,4,-1,train
1292,4,-1,train
1293,4,-1,holdout
1294,4,-1,train
1295,4,-1,holdout
1296,4,-1,test
1297,4,-1,train
1298,4,-1,train
1299,4,-1,train
1300,4,-1,train
1301,4,-1,train
1302,4,-1,train
1303,4,-1,train
1304,4,-1,train
1305,4,-1,train
1306,4,-1,train
1307,4,-1,test
1308,4,-1,holdout
1309,4,-1,train
1310,4,-1,train
1311,4,-1,test
1312,4,-1,train
1313,4,-1,test
1314,4,-1,train
1315,4,-1,train
1316,4,-1,train
1317,4,-1,train
1318,4,-1,train
1319,4,-1,train
1320,4,-1,test
1321,4,-1,train
1322,4,-1,test
1323,4,-1,train
1324,4,-1,train
1325,4,-1,train
1326,4,-1,train
1327,4,-1,train
1328,4,-1,train
1329,4,-1,train
1330,4,-1,train
1331,4,-1,train
1332,4,-1,train
1333,4,-1,train
1334,4,-1,holdout
1335,4,-1,train
1336,4,-1,train
1337,4,-1,train
1338,4,-1,train
1339,4,-1,train
1340,4,-1,train
1341,4,-1,train
1342,4,-1,test
1343,4,-1,test
1344,4,-1,train
1345,4,-1,train
1346,4,-1,test
1347,4,-1,train
1348,4,-1,holdout
1349,4,-1,train
1350,4,-1,train
1351,4,-1,train
1352,4,-1,test
1353,4,-1,train
1354,4,-1,train
1355,4,-1,train
1356,4,-1,holdout
1357,4,-1,train
1358,4,-1,train
1359,4,-1,train
1360,4,-1,train
1361,4,-1,train
1362,4,-1,test
1363,4,-1,holdout
1364,4,-1,test
1365,4,-1,train
1366,4,-1,train
1367,4,-1,train
1368,4,-1,train
1369,4,-1,holdout
1370,4,-1,train
1371,4,-1,train
1372,4,-1,train
1373,4,-1,test
1374,4,-1,train
1375,4,-1,train
1376,4,-1,test
1377,4,-1,holdout
1378,4,-1,train
1379,4,-1,train
1380,4,-1,train
1381,4,-1,train
1382,4,-1,holdout
1383,4,-1,train
1384,4,-1,test
1385,4,-1,train
1386,4,-1,train
1387,4,-1,train
1388,4,-1,train
1389,4,-1,train
1390,4,-1,test
1391,4,-1,train
1392,4,-1,train
1393,4,-1,train
1394,4,-1,train
1395,4,-1,train
1396,4,-1,train
1397,4,-1,train
1398,4,-1,test
1399,4,-1,train
1400,4,-1,test
1401,4,-1,holdout
1402,4,-1,train
1403,4,-1,train
1404,4,-1,test
1405,4,-1,holdout
1406,4,-1,train
1407,4,-1,train
1408,4,-1,train
1409,4,-1,train
1410,4,-1,train
1411,4,-1,test
1412,4,-1,train
1413,4,-1,test
1414,4,-1,train
1415,4,-1,train
1416,4,-1,train
1417,4,-1,holdout
1418,4,-1,test
1419,4,-1,holdout
1420,4,-1,train
1421,4,-1,train
1422,4,-1,train
1423,4,-1,train
1424,4,-1,holdout
1425,4,-1,train
1426,4,-1,holdout
1427,4,-1,train
1428,4,-1,train
1429,4,-1,train
1430,4,-1,train
1431,4,-1,train
1432,4,-1,train
1433,4,-1,holdout
1434,4,-1,train
1435,4,-1,train
1436,4,-1,train
1437,4,-1,test
1438,4,-1,train
1439,4,-1,test
1440,4,-1,train
1441,4,-1,test
1442,4,-1,train
1443,4,-1,train
1444,4,-1,train
1445,4,-1,train
1446,4,-1,test
1447,4,-1,train
1448,4,-1,train
1449,5,-1,test
1450,5,-1,train
1451,5,-1,train
1452,5,-1,train
1453,5,-1,train
1454,5,-1,train
1455,5,-1,train
1456,5,-1,train
1457,5,-1,train
1458,5,-1,train
1459,5,-1,train
1460,5,-1,test
1461,5,-1,train
1462,5,-1,train
1463,5,-1,train
1464,5,-1,test
1465,5,-1,train
1466,5,-1,train
1467,5,-1,test
