num_tokens,stratum,band,tier
487,6,49,train
488,6,49,train
489,6,49,train
490,6,49,train
491,6,50,train
492,6,50,train
493,6,50,train
494,6,50,train
495,6,50,train
496,6,50,train
497,6,50,train
498,6,50,train
499,6,50,train
500,6,50,train
501,6,50,train
502,6,50,train
503,6,50,train
504,6,50,train
505,6,50,train
506,6,50,train
507,6,50,train
508,6,50,train
509,6,50,train
510,6,50,train
511,6,50,train
512,6,50,train
513,6,50,train
514,6,50,train
515,6,50,train
516,6,50,train
517,6,50,train
518,6,50,train
519,6,50,train
520,6,50,train
521,6,50,train
522,6,50,train
523,6,50,train
524,6,50,train
525,6,50,train
526,6,50,train
527,6,50,train
528,6,50,train
529,6,50,train
530,6,50,train
531,6,50,train
532,6,50,train
533,6,50,train
534,6,50,train
535,6,50,train
536,6,50,train
537,6,50,train
538,6,50,train
539,6,50,train
540,6,51,holdout
541,6,51,holdout
542,6,51,holdout
543,6,51,holdout
544,6,51,holdout
545,6,51,holdout
546,6,51,holdout
547,6,51,holdout
548,6,51,holdout
549,6,51,holdout
550,6,51,holdout
551,6,51,holdout
552,6,51,holdout
553,6,51,holdout
554,6,51,holdout
555,6,51,holdout
556,6,51,holdout
557,6,51,holdout
558,6,51,holdout
559,6,51,holdout
560,6,51,holdout
561,6,51,holdout
562,6,51,holdout
563,6,51,holdout
564,6,51,holdout
565,6,51,holdout
566,6,51,holdout
567,6,51,holdout
568,6,51,holdout
569,6,51,holdout
570,6,51,holdout
571,6,51,holdout
572,6,51,holdout
573,6,51,holdout
574,6,51,holdout
575,6,51,holdout
576,6,51,holdout
577,6,51,holdout
578,6,51,holdout
579,6,51,holdout
580,6,51,holdout
581,6,51,holdout
582,6,51,holdout
583,6,51,holdout
584,6,51,holdout
585,6,51,holdout
586,6,51,holdout
587,6,51,holdout
588,6,51,holdout
589,6,51,holdout
590,6,51,holdout
591,6,51,holdout
592,6,51,holdout
593,6,51,holdout
594,6,52,test
595,6,52,test
596,6,52,test
597,6,52,test
598,6,52,test
599,6,52,test
600,6,52,test
601,6,52,test
602,6,52,test
603,6,52,test
604,6,52,test
605,6,52,test
606,6,52,test
607,6,52,test
608,6,52,test
609,6,52,test
610,6,52,test
611,6,52,test
612,6,52,test
613,6,52,test
614,6,52,test
615,6,52,test
616,6,52,test
617,6,52,test
618,6,52,test
619,6,52,test
620,6,52,test
621,6,52,test
622,6,52,test
623,6,52,test
624,6,52,test
625,6,52,test
626,6,52,test
627,6,52,test
628,6,52,test
629,6,52,test
630,6,52,test
631,6,52,test
632,6,52,test
633,6,52,test
634,6,52,test
635,6,52,test
636,6,52,test
637,6,52,test
638,6,52,test
639,6,52,test
640,6,52,test
641,6,52,test
642,6,52,test
643,6,52,test
644,6,52,test
645,6,52,test
646,6,52,test
647,6,52,test
648,6,52,test
649,6,52,test
650,6,52,test
651,6,52,test
652,6,52,test
653,7,53,train
654,7,53,train
655,7,53,train
656,7,53,train
657,7,53,train
658,7,53,train
659,7,53,train
660,7,53,train
661,7,53,train
662,7,53,train
663,7,53,train
664,7,53,train
665,7,53,train
666,7,53,train
667,7,53,train
668,7,53,train
669,7,53,train
670,7,53,train
671,7,53,train
672,7,53,train
673,7,53,train
674,7,53,train
675,7,53,train
676,7,53,train
677,7,53,train
678,7,53,train
679,7,53,train
680,7,53,train
681,7,53,train
682,7,53,train
683,7,53,train
684,7,53,train
685,7,53,train
686,7,53,train
687,7,53,train
688,7,53,train
689,7,53,train
690,7,53,train
691,7,53,train
692,7,53,train
693,7,53,train
694,7,53,train
695,7,53,train
696,7,53,train
697,7,53,train
698,7,53,train
699,7,53,train
700,7,53,train
701,7,53,train
702,7,53,train
703,7,53,train
704,7,53,train
705,7,53,train
706,7,53,train
707,7,53,train
708,7,53,train
709,7,53,train
710,7,53,train
711,7,53,train
712,7,53,train
713,7,53,train
714,7,53,train
715,7,53,train
716,7,53,train
717,7,53,train
718,7,54,train
719,7,54,train
720,7,54,train
721,7,54,train
722,7,54,train
723,7,54,train
724,7,54,train
725,7,54,train
726,7,54,train
727,7,54,train
728,7,54,train
729,7,54,train
730,7,54,train
731,7,54,train
732,7,54,train
733,7,54,train
734,7,54,train
735,7,54,train
736,7,54,train
737,7,54,train
738,7,54,train
739,7,54,train
740,7,54,train
741,7,54,train
742,7,54,train
743,7,54,train
744,7,54,train
745,7,54,train
746,7,54,train
747,7,54,train
748,7,54,train
749,7,54,train
750,7,54,train
751,7,54,train
752,7,54,train
753,7,54,train
754,7,54,train
755,7,54,train
756,7,54,train
757,7,54,train
758,7,54,train
759,7,54,train
760,7,54,train
761,7,54,train
762,7,54,train
763,7,54,train
764,7,54,train
765,7,54,train
766,7,54,train
767,7,54,train
768,7,54,train
769,7,54,train
770,7,54,train
771,7,54,train
772,7,54,train
773,7,54,train
774,7,54,train
775,7,54,train
776,7,54,train
777,7,54,train
778,7,54,train
779,7,54,train
780,7,54,train
781,7,54,train
782,7,54,train
783,7,54,train
784,7,54,train
785,7,54,train
786,7,54,train
787,7,54,train
788,7,54,train
789,7,54,train
790,7,55,train
791,7,55,train
792,7,55,train
793,7,55,train
794,7,55,train
795,7,55,train
796,7,55,train
797,7,55,train
798,7,55,train
799,7,55,train
800,7,55,train
801,7,55,train
802,7,55,train
803,7,55,train
804,7,55,train
805,7,55,train
806,7,55,train
807,7,55,train
808,7,55,train
809,7,55,train
810,7,55,train
811,7,55,train
812,7,55,train
813,7,55,train
814,7,55,train
815,7,55,train
816,7,55,train
817,7,55,train
818,7,55,train
819,7,55,train
820,7,55,train
821,7,55,train
822,7,55,train
823,7,55,train
824,7,55,train
825,7,55,train
826,7,55,train
827,7,55,train
828,7,55,train
829,7,55,train
830,7,55,train
831,7,55,train
832,7,55,train
833,7,55,train
834,7,55,train
835,7,55,train
836,7,55,train
837,7,55,train
838,7,55,train
839,7,55,train
840,7,55,train
841,7,55,train
842,7,55,train
843,7,55,train
844,7,55,train
845,7,55,train
846,7,55,train
847,7,55,train
848,7,55,train
849,7,55,train
850,7,55,train
851,7,55,train
852,7,55,train
853,7,55,train
854,7,55,train
855,7,55,train
856,7,55,train
857,7,55,train
858,7,55,train
859,7,55,train
860,7,55,train
861,7,55,train
862,7,55,train
863,7,55,train
864,7,55,train
865,7,55,train
866,7,55,train
867,7,55,train
868,7,55,train
869,7,56,train
870,7,56,train
871,7,56,train
872,7,56,train
873,7,56,train
874,7,56,train
875,7,56,train
876,7,56,train
877,7,56,train
878,7,56,train
879,7,56,train
880,7,56,train
881,7,56,train
882,7,56,train
883,7,56,train
884,7,56,train
885,7,56,train
886,7,56,train
887,7,56,train
888,7,56,train
889,7,56,train
890,7,56,train
891,7,56,train
892,7,56,train
893,7,56,train
894,7,56,train
895,7,56,train
896,7,56,train
897,7,56,train
898,7,56,train
899,7,56,train
900,7,56,train
901,7,56,train
902,7,56,train
903,7,56,train
904,7,56,train
905,7,56,train
906,7,56,train
907,7,56,train
908,7,56,train
909,7,56,train
910,7,56,train
911,7,56,train
912,7,56,train
913,7,56,train
914,7,56,train
915,7,56,train
916,7,56,train
917,7,56,train
918,7,56,train
919,7,56,train
920,7,56,train
921,7,56,train
922,7,56,train
923,7,56,train
924,7,56,train
925,7,56,train
926,7,56,train
927,7,56,train
928,7,56,train
929,7,56,train
930,7,56,train
931,7,56,train
932,7,56,train
933,7,56,train
934,7,56,train
935,7,56,train
936,7,56,train
937,7,56,train
938,7,56,train
939,7,56,train
940,7,56,train
941,7,56,train
942,7,56,train
943,7,56,train
944,7,56,train
945,7,56,train
946,7,56,train
947,7,56,train
948,7,56,train
949,7,56,train
950,7,56,train
951,7,56,train
952,7,56,train
953,7,56,train
954,7,56,train
955,7,56,train
956,7,57,test
957,7,57,test
958,7,57,test
959,7,57,test
960,7,57,test
961,7,57,test
962,7,57,test
963,7,57,test
964,7,57,test
965,7,57,test
966,7,57,test
967,7,57,test
968,7,57,test
969,7,57,test
970,7,57,test
971,7,57,test
972,7,57,test
973,7,57,test
974,7,57,test
975,7,57,test
976,7,57,test
977,7,57,test
978,7,57,test
979,7,57,test
980,7,57,test
981,7,57,test
982,7,57,test
983,7,57,test
984,7,57,test
985,7,57,test
986,7,57,test
987,7,57,test
988,7,57,test
989,7,57,test
990,7,57,test
991,7,57,test
992,7,57,test
993,7,57,test
994,7,57,test
995,7,57,test
996,7,57,test
997,7,57,test
998,7,57,test
999,7,57,test
1000,7,57,test
1001,7,57,test
1002,7,57,test
1003,7,57,test
1004,7,57,test
1005,7,57,test
1006,7,57,test
1007,7,57,test
1008,7,57,test
1009,7,57,test
1010,7,57,test
1011,7,57,test
1012,7,57,test
1013,7,57,test
1014,7,57,test
1015,7,57,test
1016,7,57,test
1017,7,57,test
1018,7,57,test
1019,7,57,test
1020,7,57,test
1021,7,57,test
1022,7,57,test
1023,7,57,test
1024,7,57,test
1025,7,57,test
1026,7,57,test
1027,7,57,test
1028,7,57,test
1029,7,57,test
1030,7,57,test
1031,7,57,test
1032,7,57,test
1033,7,57,test
1034,7,57,test
1035,7,57,test
1036,7,57,test
1037,7,57,test
1038,7,57,test
1039,7,57,test
1040,7,57,test
1041,7,57,test
1042,7,57,test
1043,7,57,test
1044,7,57,test
1045,7,57,test
1046,7,57,test
1047,7,57,test
1048,7,57,test
1049,7,57,test
1050,7,57,test
1051,7,57,test
1052,7,58,train
1053,7,58,train
1054,7,58,train
1055,7,58,train
1056,7,58,train
1057,7,58,train
1058,7,58,train
1059,7,58,train
1060,7,58,train
1061,7,58,train
1062,7,58,train
1063,7,58,train
1064,7,58,train
1065,7,58,train
1066,7,58,train
1067,7,58,train
1068,7,58,train
1069,7,58,train
1070,7,58,train
1071,7,58,train
1072,7,58,train
1073,7,58,train
1074,7,58,train
1075,7,58,train
1076,7,58,train
1077,7,58,train
1078,7,58,train
1079,7,58,train
1080,7,58,train
1081,7,58,train
1082,7,58,train
1083,7,58,train
1084,7,58,train
1085,7,58,train
1086,7,58,train
1087,7,58,train
1088,7,58,train
1089,7,58,train
1090,7,58,train
1091,7,58,train
1092,7,58,train
1093,7,58,train
1094,7,58,train
1095,7,58,train
1096,7,58,train
1097,7,58,train
1098,7,58,train
1099,7,58,train
1100,7,58,train
1101,7,58,train
1102,7,58,train
1103,7,58,train
1104,7,58,train
1105,7,58,train
1106,7,58,train
1107,7,58,train
1108,7,58,train
1109,7,58,train
1110,7,58,train
1111,7,58,train
1112,7,58,train
1113,7,58,train
1114,7,58,train
1115,7,58,train
1116,7,58,train
1117,7,58,train
1118,7,58,train
1119,7,58,train
1120,7,58,train
1121,7,58,train
1122,7,58,train
1123,7,58,train
1124,7,58,train
1125,7,58,train
1126,7,58,train
1127,7,58,train
1128,7,58,train
1129,7,58,train
1130,7,58,train
1131,7,58,train
1132,7,58,train
1133,7,58,train
1134,7,58,train
1135,7,58,train
1136,7,58,train
1137,7,58,train
1138,7,58,train
1139,7,58,train
1140,7,58,train
1141,7,58,train
1142,7,58,train
1143,7,58,train
1144,7,58,train
1145,7,58,train
1146,7,58,train
1147,7,58,train
1148,7,58,train
1149,7,58,train
1150,7,58,train
1151,7,58,train
1152,7,58,train
1153,7,58,train
1154,7,58,train
1155,7,58,train
1156,7,58,train
1157,7,59,holdout
1158,7,59,holdout
1159,7,59,holdout
1160,7,59,holdout
1161,7,59,holdout
1162,7,59,holdout
1163,7,59,holdout
1164,7,59,holdout
1165,7,59,holdout
1166,7,59,holdout
1167,7,59,holdout
1168,7,59,holdout
1169,7,59,holdout
1170,7,59,holdout
1171,7,59,holdout
1172,7,59,holdout
1173,7,59,holdout
1174,7,59,holdout
1175,7,59,holdout
1176,7,59,holdout
1177,7,59,holdout
1178,7,59,holdout
1179,7,59,holdout
1180,7,59,holdout
1181,7,59,holdout
1182,7,59,holdout
1183,7,59,holdout
1184,7,59,holdout
1185,7,59,holdout
1186,7,59,holdout
1187,7,59,holdout
1188,7,59,holdout
1189,7,59,holdout
1190,7,59,holdout
1191,7,59,holdout
1192,7,59,holdout
1193,7,59,holdout
1194,7,59,holdout
1195,7,59,holdout
1196,7,59,holdout
1197,7,59,holdout
1198,7,59,holdout
1199,7,59,holdout
1200,7,59,holdout
1201,7,59,holdout
1202,7,59,holdout
1203,7,59,holdout
1204,7,59,holdout
1205,7,59,holdout
1206,7,59,holdout
1207,7,59,holdout
1208,7,59,holdout
1209,7,59,holdout
1210,7,59,holdout
1211,7,59,holdout
1212,7,59,holdout
1213,7,59,holdout
1214,7,59,holdout
1215,7,59,holdout
1216,7,59,holdout
1217,7,59,holdout
1218,7,59,holdout
1219,7,59,holdout
1220,7,59,holdout
1221,7,59,holdout
1222,7,59,holdout
1223,7,59,holdout
1224,7,59,holdout
1225,7,59,holdout
1226,7,59,holdout
1227,7,59,holdout
1228,7,59,holdout
1229,7,59,holdout
1230,7,59,holdout
1231,7,59,holdout
1232,7,59,holdout
1233,7,59,holdout
1234,7,59,holdout
1235,7,59,holdout
1236,7,59,holdout
1237,7,59,holdout
1238,7,59,holdout
1239,7,59,holdout
1240,7,59,holdout
1241,7,59,holdout
1242,7,59,holdout
1243,7,59,holdout
1244,7,59,holdout
1245,7,59,holdout
1246,7,59,holdout
1247,7,59,holdout
1248,7,59,holdout
1249,7,59,holdout
1250,7,59,holdout
1251,7,59,holdout
1252,7,59,holdout
1253,7,59,holdout
1254,7,59,holdout
1255,7,59,holdout
1256,7,59,holdout
1257,7,59,holdout
1258,7,59,holdout
1259,7,59,holdout
1260,7,59,holdout
1261,7,59,holdout
1262,7,59,holdout
1263,7,59,holdout
1264,7,59,holdout
1265,7,59,holdout
1266,7,59,holdout
1267,7,59,holdout
1268,7,59,holdout
1269,7,59,holdout
1270,7,59,holdout
1271,7,59,holdout
1272,7,60,train
1273,7,60,train
1274,7,60,train
1275,7,60,train
1276,7,60,train
1277,7,60,train
1278,7,60,train
1279,7,60,train
1280,7,60,train
1281,7,60,train
1282,7,60,train
1283,7,60,train
1284,7,60,train
1285,7,60,train
1286,7,60,train
1287,7,60,train
1288,7,60,train
1289,7,60,train
1290,7,60,train
1291,7,60,train
1292,7,60,train
1293,7,60,train
1294,7,60,train
1295,7,60,train
1296,7,60,train
1297,7,60,train
1298,7,60,train
1299,7,60,train
1300,7,60,train
1301,7,60,train
1302,7,60,train
1303,7,60,train
1304,7,60,train
1305,7,60,train
1306,7,60,train
1307,7,60,train
1308,7,60,train
1309,7,60,train
1310,7,60,train
1311,7,60,train
1312,7,60,train
1313,7,60,train
1314,7,60,train
1315,7,60,train
1316,7,60,train
1317,7,60,train
1318,7,60,train
1319,7,60,train
1320,7,60,train
1321,7,60,train
1322,7,60,train
1323,7,60,train
1324,7,60,train
1325,7,60,train
1326,7,60,train
1327,7,60,train
1328,7,60,train
1329,7,60,train
1330,7,60,train
1331,7,60,train
1332,7,60,train
1333,7,60,train
1334,7,60,train
1335,7,60,train
1336,7,60,train
1337,7,60,train
1338,7,60,train
1339,7,60,train
1340,7,60,train
1341,7,60,train
1342,7,60,train
1343,7,60,train
1344,7,60,train
1345,7,60,train
1346,7,60,train
1347,7,60,train
1348,7,60,train
1349,7,60,train
1350,7,60,train
1351,7,60,train
1352,7,60,train
1353,7,60,train
1354,7,60,train
1355,7,60,train
1356,7,60,train
1357,7,60,train
1358,7,60,train
1359,7,60,train
1360,7,60,train
1361,7,60,train
1362,7,60,train
1363,7,60,train
1364,7,60,train
1365,7,60,train
1366,7,60,train
1367,7,60,train
1368,7,60,train
1369,7,60,train
1370,7,60,train
1371,7,60,train
1372,7,60,train
1373,7,60,train
1374,7,60,train
1375,7,60,train
1376,7,60,train
1377,7,60,train
1378,7,60,train
1379,7,60,train
1380,7,60,train
1381,7,60,train
1382,7,60,train
1383,7,60,train
1384,7,60,train
1385,7,60,train
1386,7,60,train
1387,7,60,train
1388,7,60,train
1389,7,60,train
1390,7,60,train
1391,7,60,train
1392,7,60,train
1393,7,60,train
1394,7,60,train
1395,7,60,train
1396,7,60,train
1397,7,60,train
1398,7,60,train
1399,7,60,train
1400,8,61,train
1401,8,61,train
1402,8,61,train
1403,8,61,train
1404,8,61,train
1405,8,61,train
1406,8,61,train
1407,8,61,train
1408,8,61,train
1409,8,61,train
1410,8,61,train
1411,8,61,train
1412,8,61,train
1413,8,61,train
1414,8,61,train
1415,8,61,train
1416,8,61,train
1417,8,61,train
1418,8,61,train
1419,8,61,train
1420,8,61,train
1421,8,61,train
1422,8,61,train
1423,8,61,train
1424,8,61,train
1425,8,61,train
1426,8,61,train
1427,8,61,train
1428,8,61,train
1429,8,61,train
1430,8,61,train
1431,8,61,train
1432,8,61,train
1433,8,61,train
1434,8,61,train
1435,8,61,train
1436,8,61,train
1437,8,61,train
1438,8,61,train
1439,8,61,train
1440,8,61,train
1441,8,61,train
1442,8,61,train
1443,8,61,train
1444,8,61,train
1445,8,61,train
1446,8,61,train
1447,8,61,train
1448,8,61,train
1449,8,61,train
1450,8,61,train
1451,8,61,train
1452,8,61,train
1453,8,61,train
1454,8,61,train
1455,8,61,train
1456,8,61,train
1457,8,61,train
1458,8,61,train
1459,8,61,train
1460,8,61,train
1461,8,61,train
1462,8,61,train
1463,8,61,train
1464,8,61,train
1465,8,61,train
1466,8,61,train
1467,8,61,train
1468,8,61,train
1469,8,61,train
1470,8,61,train
1471,8,61,train
1472,8,61,train
1473,8,61,train
1474,8,61,train
1475,8,61,train
1476,8,61,train
1477,8,61,train
1478,8,61,train
1479,8,61,train
1480,8,61,train
1481,8,61,train
1482,8,61,train
1483,8,61,train
1484,8,61,train
1485,8,61,train
1486,8,61,train
1487,8,61,train
1488,8,61,train
1489,8,61,train
1490,8,61,train
1491,8,61,train
1492,8,61,train
1493,8,61,train
1494,8,61,train
1495,8,61,train
1496,8,61,train
1497,8,61,train
1498,8,61,train
1499,8,61,train
1500,8,61,train
1501,8,61,train
1502,8,61,train
1503,8,61,train
1504,8,61,train
1505,8,61,train
1506,8,61,train
1507,8,61,train
1508,8,61,train
1509,8,61,train
1510,8,61,train
1511,8,61,train
1512,8,61,train
1513,8,61,train
1514,8,61,train
1515,8,61,train
1516,8,61,train
1517,8,61,train
1518,8,61,train
1519,8,61,train
1520,8,61,train
1521,8,61,train
1522,8,61,train
1523,8,61,train
1524,8,61,train
1525,8,61,train
1526,8,61,train
1527,8,61,train
1528,8,61,train
1529,8,61,train
1530,8,61,train
1531,8,61,train
1532,8,61,train
1533,8,61,train
1534,8,61,train
1535,8,61,train
1536,8,61,train
1537,8,61,train
1538,8,61,train
1539,8,62,train
1540,8,62,train
1541,8,62,train
1542,8,62,train
1543,8,62,train
1544,8,62,train
1545,8,62,train
1546,8,62,train
1547,8,62,train
1548,8,62,train
1549,8,62,train
1550,8,62,train
1551,8,62,train
1552,8,62,train
1553,8,62,train
1554,8,62,train
1555,8,62,train
1556,8,62,train
1557,8,62,train
1558,8,62,train
1559,8,62,train
1560,8,62,train
1561,8,62,train
1562,8,62,train
1563,8,62,train
1564,8,62,train
1565,8,62,train
1566,8,62,train
1567,8,62,train
1568,8,62,train
1569,8,62,train
1570,8,62,train
1571,8,62,train
1572,8,62,train
1573,8,62,train
1574,8,62,train
1575,8,62,train
1576,8,62,train
1577,8,62,train
1578,8,62,train
1579,8,62,train
1580,8,62,train
1581,8,62,train
1582,8,62,train
1583,8,62,train
1584,8,62,train
1585,8,62,train
1586,8,62,train
1587,8,62,train
1588,8,62,train
1589,8,62,train
1590,8,62,train
1591,8,62,train
1592,8,62,train
1593,8,62,train
1594,8,62,train
1595,8,62,train
1596,8,62,train
1597,8,62,train
1598,8,62,train
1599,8,62,train
1600,8,62,train
1601,8,62,train
1602,8,62,train
1603,8,62,train
1604,8,62,train
1605,8,62,train
1606,8,62,train
1607,8,62,train
1608,8,62,train
1609,8,62,train
1610,8,62,train
1611,8,62,train
1612,8,62,train
1613,8,62,train
1614,8,62,train
1615,8,62,train
1616,8,62,train
1617,8,62,train
1618,8,62,train
