time_stats.attn_input_reshape.min,time_stats.attn_input_reshape.max,time_stats.attn_input_reshape.mean,time_stats.attn_input_reshape.median,time_stats.attn_input_reshape.std,time_stats.attn_input_reshape.count,time_stats.attn_kv_cache_save.min,time_stats.attn_kv_cache_save.max,time_stats.attn_kv_cache_save.mean,time_stats.attn_kv_cache_save.median,time_stats.attn_kv_cache_save.std,time_stats.attn_kv_cache_save.count,time_stats.attn_prefill.min,time_stats.attn_prefill.max,time_stats.attn_prefill.mean,time_stats.attn_prefill.median,time_stats.attn_prefill.std,time_stats.attn_prefill.count,time_stats.attn_decode.min,time_stats.attn_decode.max,time_stats.attn_decode.mean,time_stats.attn_decode.median,time_stats.attn_decode.std,time_stats.attn_decode.count,time_stats.attn_output_reshape.min,time_stats.attn_output_reshape.max,time_stats.attn_output_reshape.mean,time_stats.attn_output_reshape.median,time_stats.attn_output_reshape.std,time_stats.attn_output_reshape.count,n_embd,n_q_head,n_kv_head,block_size,num_tensor_parallel_workers,max_model_len,batch_size,prefill_chunk_size,kv_cache_size,is_prefill,attention_backend,is_mixed_batch,mode,seq_lens,total_tokens,max_seq_len,min_seq_len,avg_seq_len,equal_seq_len,seq_len_variance,seq_len_std,seq_len_cv,is_chunked_prefill_sample,chunk_start_token,chunk_end_token,total_prefill_tokens,profiling_precision,measurement_type,model_arch,model_architecture_profile,quant_signature,is_true_mixed_batch
0.0,0.0,0.0,0.0,0.0,1,0.009478000000000002,0.009478000000000002,0.009478000000000002,0.009478000000000002,0.0,1,0.096853,0.096853,0.096853,0.096853,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,128,0,True,TORCH_SDPA,False,even,[128],128,128,128,128.0,128,0.0,0.0,0.0,False,0,128,128,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.010878,0.010878,0.010878,0.010878,0.0,1,0.11245300000000003,0.11245300000000003,0.11245300000000003,0.11245300000000003,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,160,0,True,TORCH_SDPA,False,even,[160],160,160,160,160.0,160,0.0,0.0,0.0,False,0,160,160,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.012078,0.012078,0.012078,0.012078,0.0,1,0.133853,0.133853,0.133853,0.133853,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,192,0,True,TORCH_SDPA,False,even,[192],192,192,192,192.0,192,0.0,0.0,0.0,False,0,192,192,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.017118,0.017118,0.017118,0.017118,0.0,1,0.155173,0.155173,0.155173,0.155173,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,224,0,True,TORCH_SDPA,False,even,[224],224,224,224,224.0,224,0.0,0.0,0.0,False,0,224,224,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.007558,0.007558,0.007558,0.007558,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.014117000000000001,0.014117000000000001,0.014117000000000001,0.014117000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,0,0,False,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.011118,0.011118,0.011118,0.011118,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018115,0.018115,0.018115,0.018115,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,2,0,0,False,TORCH_SDPA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009838000000000001,0.009838000000000001,0.009838000000000001,0.009838000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018595,0.018595,0.018595,0.018595,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,4,0,0,False,TORCH_SDPA,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009478000000000002,0.009478000000000002,0.009478000000000002,0.009478000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019115000000000004,0.019115000000000004,0.019115000000000004,0.019115000000000004,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,6,0,0,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1]",6,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009438,0.009438,0.009438,0.009438,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019035,0.019035,0.019035,0.019035,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,8,0,0,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1]",8,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009398,0.009398,0.009398,0.009398,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018755,0.018755,0.018755,0.018755,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,12,0,0,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,1,1,1.0,3,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009518,0.009518,0.009518,0.009518,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019275,0.019275,0.019275,0.019275,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,16,0,0,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,1,1,1.0,4,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.007157999999999999,0.007157999999999999,0.007157999999999999,0.007157999999999999,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.016316000000000004,0.016316000000000004,0.016316000000000004,0.016316000000000004,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,0,8,False,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.008238,0.008238,0.008238,0.008238,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018155,0.018155,0.018155,0.018155,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,2,0,8,False,TORCH_SDPA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009678,0.009678,0.009678,0.009678,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018395,0.018395,0.018395,0.018395,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,4,0,8,False,TORCH_SDPA,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009358,0.009358,0.009358,0.009358,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019954999999999997,0.019954999999999997,0.019954999999999997,0.019954999999999997,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,6,0,8,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1]",6,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009438,0.009438,0.009438,0.009438,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019115000000000004,0.019115000000000004,0.019115000000000004,0.019115000000000004,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,8,0,8,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1]",8,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009398,0.009398,0.009398,0.009398,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019634000000000002,0.019634000000000002,0.019634000000000002,0.019634000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,12,0,8,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,1,1,1.0,3,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009478000000000002,0.009478000000000002,0.009478000000000002,0.009478000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.020435,0.020435,0.020435,0.020435,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,16,0,8,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,1,1,1.0,4,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.008718,0.008718,0.008718,0.008718,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018437000000000002,0.018437000000000002,0.018437000000000002,0.018437000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,0,16,False,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.008358,0.008358,0.008358,0.008358,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019275,0.019275,0.019275,0.019275,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,2,0,16,False,TORCH_SDPA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009878,0.009878,0.009878,0.009878,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019555,0.019555,0.019555,0.019555,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,4,0,16,False,TORCH_SDPA,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009518,0.009518,0.009518,0.009518,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.021314,0.021314,0.021314,0.021314,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,6,0,16,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1]",6,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009598,0.009598,0.009598,0.009598,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.020755,0.020755,0.020755,0.020755,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,8,0,16,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1]",8,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009198000000000001,0.009198000000000001,0.009198000000000001,0.009198000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.021115000000000002,0.021115000000000002,0.021115000000000002,0.021115000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,12,0,16,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,1,1,1.0,3,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009478,0.009478,0.009478,0.009478,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.021555,0.021555,0.021555,0.021555,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,16,0,16,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,1,1,1.0,4,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.007118,0.007118,0.007118,0.007118,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.016277,0.016277,0.016277,0.016277,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,0,24,False,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.007878,0.007878,0.007878,0.007878,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.018915,0.018915,0.018915,0.018915,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,2,0,24,False,TORCH_SDPA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009518,0.009518,0.009518,0.009518,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019435000000000004,0.019435000000000004,0.019435000000000004,0.019435000000000004,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,4,0,24,False,TORCH_SDPA,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009278000000000002,0.009278000000000002,0.009278000000000002,0.009278000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.021235,0.021235,0.021235,0.021235,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,6,0,24,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1]",6,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009558,0.009558,0.009558,0.009558,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.020915,0.020915,0.020915,0.020915,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,8,0,24,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1]",8,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009398,0.009398,0.009398,0.009398,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.021674,0.021674,0.021674,0.021674,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,12,0,24,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,1,1,1.0,3,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009278000000000002,0.009278000000000002,0.009278000000000002,0.009278000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.022275,0.022275,0.022275,0.022275,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,16,0,24,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,1,1,1.0,4,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.008718,0.008718,0.008718,0.008718,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019477,0.019477,0.019477,0.019477,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,0,32,False,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.008358,0.008358,0.008358,0.008358,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.019954999999999997,0.019954999999999997,0.019954999999999997,0.019954999999999997,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,2,0,32,False,TORCH_SDPA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009518,0.009518,0.009518,0.009518,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.020755,0.020755,0.020755,0.020755,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,4,0,32,False,TORCH_SDPA,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009358,0.009358,0.009358,0.009358,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.022275,0.022275,0.022275,0.022275,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,6,0,32,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1]",6,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009558,0.009558,0.009558,0.009558,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.021715,0.021715,0.021715,0.021715,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,8,0,32,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1]",8,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009118000000000001,0.009118000000000001,0.009118000000000001,0.009118000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.022675,0.022675,0.022675,0.022675,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,12,0,32,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",12,1,1,1.0,3,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009438,0.009438,0.009438,0.009438,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.023755000000000002,0.023755000000000002,0.023755000000000002,0.023755000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,16,0,32,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",16,1,1,1.0,4,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.007078,0.007078,0.007078,0.007078,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.017156999999999995,0.017156999999999995,0.017156999999999995,0.017156999999999995,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,1,0,48,False,TORCH_SDPA,False,even,[1],1,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.008878,0.008878,0.008878,0.008878,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.04943500000000001,0.04943500000000001,0.04943500000000001,0.04943500000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,2,0,48,False,TORCH_SDPA,False,even,"[1, 1]",2,1,1,1.0,1,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009238,0.009238,0.009238,0.009238,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.020915000000000003,0.020915000000000003,0.020915000000000003,0.020915000000000003,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,4,0,48,False,TORCH_SDPA,False,even,"[1, 1, 1, 1]",4,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
0.0,0.0,0.0,0.0,0.0,1,0.009278000000000002,0.009278000000000002,0.009278000000000002,0.009278000000000002,0.0,1,0.0,0.0,0.0,0.0,0.0,1,0.022635,0.022635,0.022635,0.022635,0.0,1,0.0,0.0,0.0,0.0,0.0,1,1024,16,8,16,1,256,6,0,48,False,TORCH_SDPA,False,even,"[1, 1, 1, 1, 1, 1]",6,1,1,1.0,2,0.0,0.0,0.0,False,0,0,0,BF16,KERNEL_ONLY,generic,generic,none,False
